index,Crefo,Strasse_raw,HausNummer_raw,Plz_raw,Ort_raw,street_norm,house_norm,plz4_used,ort_norm,swis_match_type,swis_changed,swis_adr_egaid,swis_bdg_egid,swis_street_ref,swis_house_ref,swis_plz4_ref,swis_ort_ref
471,422067678,Winkelwiese,10,8001,Zürich,winkelwiese,10,8001,zuerich,strict,False,100117235,140517,Winkelwiese,10,8001,Zürich
472,401948747,Torgasse,7,8001,Zürich,torgasse,7,8001,zuerich,strict,False,100117526,140444,Torgasse,7,8001,Zürich
473,427941030,Stüssihofstatt,7,8001,Zürich,stuessihofstatt,7,8001,zuerich,strict,False,101277718,3169213,Stüssihofstatt,7,8001,Zürich
474,427377291,Strehlgasse,17,8001,Zürich,strehlgasse,17,8001,zuerich,strict,False,100116655,140813,Strehlgasse,17,8001,Zürich
475,426925627,Storchengasse,12,8001,Zürich,storchengasse,12,8001,zuerich,strict,False,100116675,140831,Storchengasse,12,8001,Zürich
476,404506603,Spiegelgasse,29,8001,Zürich,spiegelgasse,29,8001,zuerich,strict,False,101706620,302040100,Spiegelgasse,29,8001,Zürich
477,424241728,Spiegelgasse,9,8001,Zürich,spiegelgasse,9,8001,zuerich,strict,False,100119510,140311,Spiegelgasse,9,8001,Zürich
478,427367239,Sihlhölzlistrasse,5,8001,Zürich,sihlhoelzlistrasse,5,8001,zuerich,strict,False,101726722,3169694,Sihlhölzlistrasse,5,8001,Zürich
479,428036640,Sihlhölzlistrasse,9,8001,Zürich,sihlhoelzlistrasse,9,8001,zuerich,strict,False,101726723,3169694,Sihlhölzlistrasse,9,8001,Zürich
480,426318634,Selnaustrasse,17,8001,Zürich,selnaustrasse,17,8001,zuerich,strict,False,101726718,3169694,Selnaustrasse,17,8001,Zürich
481,427133430,Selnaustrasse,17,8001,Zürich,selnaustrasse,17,8001,zuerich,strict,False,101726718,3169694,Selnaustrasse,17,8001,Zürich
482,426549283,Selnaustrasse,17,8001,Zürich,selnaustrasse,17,8001,zuerich,strict,False,101726718,3169694,Selnaustrasse,17,8001,Zürich
483,426913162,Schoffelgasse,8,8001,Zürich,schoffelgasse,8,8001,zuerich,strict,False,100121083,140360,Schoffelgasse,8,8001,Zürich
484,404762950,Rindermarkt,6,8001,Zürich,rindermarkt,6,8001,zuerich,strict,False,100119015,140254,Rindermarkt,6,8001,Zürich
485,426839109,Predigergasse,9,8001,Zürich,predigergasse,9,8001,zuerich,strict,False,100118973,140214,Predigergasse,9,8001,Zürich
486,420938465,Münstergasse,30,8001,Zürich,muenstergasse,30,8001,zuerich,strict,False,100120598,140308,Münstergasse,30,8001,Zürich
487,421356789,Limmatquai,88,8001,Zürich,limmatquai,88,8001,zuerich,strict,False,100119155,140094,Limmatquai,88,8001,Zürich
488,403899039,Kirchgasse,13,8001,Zürich,kirchgasse,13,8001,zuerich,strict,False,101700334,2376898,Kirchgasse,13,8001,Zürich
489,401928110,Holzgasse,6,8001,Zürich,holzgasse,6,8001,zuerich,strict,False,100121250,140989,Holzgasse,6,8001,Zürich
490,424402901,Häringstrasse,20,8001,Zürich,haeringstrasse,20,8001,zuerich,strict,False,101280893,3169389,Häringstrasse,20,8001,Zürich
491,423797652,Goethestrasse,20,8001,Zürich,goethestrasse,20,8001,zuerich,strict,False,100118424,140631,Goethestrasse,20,8001,Zürich
492,404023265,Glockengasse,2-4,8001,Zürich,glockengasse,2,8001,zuerich,strict,True,100116638,140798,Glockengasse,2,8001,Zürich
493,427086243,Geigergasse,5,8001,Zürich,geigergasse,5,8001,zuerich,strict,False,100121119,140395,Geigergasse,5,8001,Zürich
494,404564593,Froschaugasse,20,8001,Zürich,froschaugasse,20,8001,zuerich,strict,False,100118959,140198,Froschaugasse,20,8001,Zürich
495,427367583,Fraumünsterstrasse,2,8001,Zürich,fraumuensterstrasse,2,8001,zuerich,strict,False,100118264,140885,Fraumünsterstrasse,2,8001,Zürich
496,426318823,Fraumünsterstrasse,2,8001,Zürich,fraumuensterstrasse,2,8001,zuerich,strict,False,100118264,140885,Fraumünsterstrasse,2,8001,Zürich
497,426711831,Fortunagasse,38,8001,Zürich,fortunagasse,38,8001,zuerich,strict,False,100116010,140672,Fortunagasse,38,8001,Zürich
498,423766775,Brunngasse,5,8001,Zürich,brunngasse,5,8001,zuerich,strict,False,100117255,140161,Brunngasse,5,8001,Zürich
499,404513230,Bahnhofstrasse,80,8001,Zürich,bahnhofstrasse,80,8001,zuerich,strict,False,100119958,140638,Bahnhofstrasse,80,8001,Zürich
500,424068318,Augustinergasse,8,8001,Zürich,augustinerhof,8,8001,zuerich,strict,True,101169032,2377115,Augustinerhof,8,8001,Zürich
501,428106820,Augustinergasse,4,8001,Zürich,augustinergasse,4,8001,zuerich,strict,False,100116176,140788,Augustinergasse,4,8001,Zürich
502,427385316,Zwingliplatz,3,800100,Zürich,zwingliplatz,3,8001,zuerich,strict,False,100121099,140375,Zwingliplatz,3,8001,Zürich
503,427881632,Zwingliplatz,4,800100,Zürich,zwingliplatz,4,8001,zuerich,strict,False,100121100,140376,Zwingliplatz,4,8001,Zürich
504,423362838,Zwingliplatz,3,800100,Zürich,zwingliplatz,3,8001,zuerich,strict,False,100121099,140375,Zwingliplatz,3,8001,Zürich
505,428421235,Zwingliplatz,4,800100,Zürich,zwingliplatz,4,8001,zuerich,strict,False,100121100,140376,Zwingliplatz,4,8001,Zürich
506,427865509,Zwingliplatz,4,800100,Zürich,zwingliplatz,4,8001,zuerich,strict,False,100121100,140376,Zwingliplatz,4,8001,Zürich
507,428776210,Zwingliplatz,4,800100,Zürich,zwingliplatz,4,8001,zuerich,strict,False,100121100,140376,Zwingliplatz,4,8001,Zürich
508,427360918,Zwingliplatz,1,800100,Zürich,zwingliplatz,1,8001,zuerich,strict,False,100121098,140374,Zwingliplatz,1,8001,Zürich
509,425213910,Zwingliplatz,1,800100,Zürich,zwingliplatz,1,8001,zuerich,strict,False,100121098,140374,Zwingliplatz,1,8001,Zürich
510,428141059,Zwingliplatz,1,800100,Zürich,zwingliplatz,1,8001,zuerich,strict,False,100121098,140374,Zwingliplatz,1,8001,Zürich
511,405840376,Zwingliplatz,1,800100,Zürich,zwingliplatz,1,8001,zuerich,strict,False,100121098,140374,Zwingliplatz,1,8001,Zürich
512,428715881,Zwingliplatz,3,800100,Zürich,zwingliplatz,3,8001,zuerich,strict,False,100121099,140375,Zwingliplatz,3,8001,Zürich
513,408473151,Zwingliplatz,3,800100,Zürich,zwingliplatz,3,8001,zuerich,strict,False,100121099,140375,Zwingliplatz,3,8001,Zürich
514,424687787,Zwingliplatz,3,800100,Zürich,zwingliplatz,3,8001,zuerich,strict,False,100121099,140375,Zwingliplatz,3,8001,Zürich
515,403437616,Zwingliplatz,4,800100,Zürich,zwingliplatz,4,8001,zuerich,strict,False,100121100,140376,Zwingliplatz,4,8001,Zürich
516,408486642,Zwingliplatz,3,800100,Zürich,zwingliplatz,3,8001,zuerich,strict,False,100121099,140375,Zwingliplatz,3,8001,Zürich
517,409039336,Zwingliplatz,4,800100,Zürich,zwingliplatz,4,8001,zuerich,strict,False,100121100,140376,Zwingliplatz,4,8001,Zürich
527,408754012,Zinnengasse,2,800100,Zürich,zinnengasse,2,8001,zuerich,strict,False,101277753,3169236,Zinnengasse,2,8001,Zürich
528,422092436,Zinnengasse,9,800100,Zürich,zinnengasse,9,8001,zuerich,strict,False,101724493,3169231,Zinnengasse,9,8001,Zürich
529,427804287,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
530,424117445,Zinnengasse,7/9,800100,Zürich,zinnengasse,7,8001,zuerich,strict,True,101277744,3169231,Zinnengasse,7,8001,Zürich
531,408503222,Zinnengasse,9,800100,Zürich,zinnengasse,9,8001,zuerich,strict,False,101724493,3169231,Zinnengasse,9,8001,Zürich
532,424673206,Zinnengasse,4,800100,Zürich,zinnengasse,4,8001,zuerich,strict,False,101724494,3169236,Zinnengasse,4,8001,Zürich
533,426364748,Zinnengasse,9,800100,Zürich,zinnengasse,9,8001,zuerich,strict,False,101724493,3169231,Zinnengasse,9,8001,Zürich
534,424525612,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
535,408553295,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
536,425299579,Zinnengasse,5,800100,Zürich,zinnengasse,5,8001,zuerich,strict,False,101365686,9083946,Zinnengasse,5,8001,Zürich
537,420704029,Zinnengasse,9,800100,Zürich,zinnengasse,9,8001,zuerich,strict,False,101724493,3169231,Zinnengasse,9,8001,Zürich
538,425053832,Zinnengasse,4,800100,Zürich,zinnengasse,4,8001,zuerich,strict,False,101724494,3169236,Zinnengasse,4,8001,Zürich
539,421194211,Zinnengasse,5,800100,Zürich,zinnengasse,5,8001,zuerich,strict,False,101365686,9083946,Zinnengasse,5,8001,Zürich
540,425033179,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
541,420223859,Zinnengasse,4,800100,Zürich,zinnengasse,4,8001,zuerich,strict,False,101724494,3169236,Zinnengasse,4,8001,Zürich
542,428256758,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
543,401948573,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
544,428159336,Zinnengasse,2,800100,Zürich,zinnengasse,2,8001,zuerich,strict,False,101277753,3169236,Zinnengasse,2,8001,Zürich
545,408003770,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
546,405669056,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
547,424664014,Zinnengasse,4,800100,Zürich,zinnengasse,4,8001,zuerich,strict,False,101724494,3169236,Zinnengasse,4,8001,Zürich
548,405491002,Zinnengasse,7,800100,Zürich,zinnengasse,7,8001,zuerich,strict,False,101277744,3169231,Zinnengasse,7,8001,Zürich
549,404291216,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
550,402724851,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
551,422314970,Zinnengasse,9,800100,Zürich,zinnengasse,9,8001,zuerich,strict,False,101724493,3169231,Zinnengasse,9,8001,Zürich
552,421743890,Zinnengasse,1,800100,Zürich,zinnengasse,1,8001,zuerich,strict,False,101198909,9001893,Zinnengasse,1,8001,Zürich
553,429183420,Zinnengasse,9,800100,Zürich,zinnengasse,9,8001,zuerich,strict,False,101724493,3169231,Zinnengasse,9,8001,Zürich
556,404652547,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
557,428150988,Zähringerstrasse,27,800100,Zürich,zaehringerstrasse,27,8001,zuerich,strict,False,100119103,140082,Zähringerstrasse,27,8001,Zürich
558,407998595,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
559,427985417,Zähringerstrasse,36,800100,Zürich,zaehringerstrasse,36,8001,zuerich,strict,False,101280938,3169430,Zähringerstrasse,36,8001,Zürich
560,405418373,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
561,427990185,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
562,408527161,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
564,405737642,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
565,424881950,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
566,408466316,Zähringerstrasse,27,800100,Zürich,zaehringerstrasse,27,8001,zuerich,strict,False,100119103,140082,Zähringerstrasse,27,8001,Zürich
567,425389875,Zähringerstrasse,51,800100,Zürich,zaehringerstrasse,51,8001,zuerich,strict,False,101721129,140004,Zähringerstrasse,51,8001,Zürich
568,406149317,Zähringerstrasse,26,800100,Zürich,zaehringerstrasse,26,8001,zuerich,strict,False,101280986,3169479,Zähringerstrasse,26,8001,Zürich
569,424131605,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
570,421430499,Zähringerstrasse,22,800100,Zürich,zaehringerstrasse,22,8001,zuerich,strict,False,101725587,3169555,Zähringerstrasse,22,8001,Zürich
571,423553551,Zähringerstrasse,31,800100,Zürich,zaehringerstrasse,31,8001,zuerich,strict,False,101282544,3169488,Zähringerstrasse,31,8001,Zürich
572,406205293,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
573,423784990,Zähringerstrasse,29,800100,Zürich,zaehringerstrasse,29,8001,zuerich,strict,False,100119094,140073,Zähringerstrasse,29,8001,Zürich
574,420416756,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
575,422264726,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
576,405808565,Zähringerstrasse,24,800100,Zürich,zaehringerstrasse,24,8001,zuerich,strict,False,100115193,140021,Zähringerstrasse,24,8001,Zürich
577,423143362,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
578,404653702,Zähringerstrasse,9,800100,Zürich,zaehringerstrasse,9,8001,zuerich,strict,False,100119092,140071,Zähringerstrasse,9,8001,Zürich
579,402748282,Zähringerstrasse,37,800100,Zürich,zaehringerstrasse,37,8001,zuerich,strict,False,101164319,2372498,Zähringerstrasse,37,8001,Zürich
580,409026114,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
581,403904831,Zähringerstrasse,26,800100,Zürich,zaehringerstrasse,26,8001,zuerich,strict,False,101280986,3169479,Zähringerstrasse,26,8001,Zürich
582,404578906,Zähringerstrasse,51,800100,Zürich,zaehringerstrasse,51,8001,zuerich,strict,False,101721129,140004,Zähringerstrasse,51,8001,Zürich
583,403640289,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
584,408744921,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
585,401424680,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
586,404161711,Zähringerstrasse,24,800100,Zürich,zaehringerstrasse,24,8001,zuerich,strict,False,100115193,140021,Zähringerstrasse,24,8001,Zürich
587,401982443,Zähringerstrasse,51,800100,Zürich,zaehringerstrasse,51,8001,zuerich,strict,False,101721129,140004,Zähringerstrasse,51,8001,Zürich
588,420417088,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
589,401993558,Zähringerstrasse,31,800100,Zürich,zaehringerstrasse,31,8001,zuerich,strict,False,101282544,3169488,Zähringerstrasse,31,8001,Zürich
590,407100197,Zähringerstrasse,20,800100,Zürich,zaehringerstrasse,20,8001,zuerich,strict,False,101282631,3169555,Zähringerstrasse,20,8001,Zürich
591,402025582,Zähringerstrasse,51,800100,Zürich,zaehringerstrasse,51,8001,zuerich,strict,False,101721129,140004,Zähringerstrasse,51,8001,Zürich
592,401979393,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
593,402083378,Zähringerstrasse,27,800100,Zürich,zaehringerstrasse,27,8001,zuerich,strict,False,100119103,140082,Zähringerstrasse,27,8001,Zürich
594,406191243,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
595,404601641,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
596,401993557,Zähringerstrasse,26,800100,Zürich,zaehringerstrasse,26,8001,zuerich,strict,False,101280986,3169479,Zähringerstrasse,26,8001,Zürich
597,404918520,Zähringerstrasse,9,800100,Zürich,zaehringerstrasse,9,8001,zuerich,strict,False,100119092,140071,Zähringerstrasse,9,8001,Zürich
598,401967234,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
599,421528265,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
600,401995993,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
601,421180928,Zähringerstrasse,29,800100,Zürich,zaehringerstrasse,29,8001,zuerich,strict,False,100119094,140073,Zähringerstrasse,29,8001,Zürich
602,401912618,Zähringerstrasse,31,800100,Zürich,zaehringerstrasse,31,8001,zuerich,strict,False,101282544,3169488,Zähringerstrasse,31,8001,Zürich
603,420271339,Zähringerstrasse,39,800100,Zürich,zaehringerstrasse,39,8001,zuerich,strict,False,100115173,140002,Zähringerstrasse,39,8001,Zürich
604,401967580,Zähringerstrasse,31,800100,Zürich,zaehringerstrasse,31,8001,zuerich,strict,False,101282544,3169488,Zähringerstrasse,31,8001,Zürich
605,408506233,Zähringerstrasse,20,800100,Zürich,zaehringerstrasse,20,8001,zuerich,strict,False,101282631,3169555,Zähringerstrasse,20,8001,Zürich
606,401996340,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
607,408506372,Zähringerstrasse,16,800100,Zürich,zaehringerstrasse,16,8001,zuerich,strict,False,101276384,3169260,Zähringerstrasse,16,8001,Zürich
608,425481429,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
609,408029749,Zähringerstrasse,13,800100,Zürich,zaehringerstrasse,13,8001,zuerich,strict,False,100119100,140079,Zähringerstrasse,13,8001,Zürich
610,401982085,Zähringerstrasse,26,800100,Zürich,zaehringerstrasse,26,8001,zuerich,strict,False,101280986,3169479,Zähringerstrasse,26,8001,Zürich
611,407557848,Zähringerstrasse,24Inh. Heng,800100,Zürich,zaehringerstrasse,24,8001,zuerich,strict,True,100115193,140021,Zähringerstrasse,24,8001,Zürich
612,428906026,Zähringerstrasse,29,800100,Zürich,zaehringerstrasse,29,8001,zuerich,strict,False,100119094,140073,Zähringerstrasse,29,8001,Zürich
613,409058027,Zähringerstrasse,36,800100,Zürich,zaehringerstrasse,36,8001,zuerich,strict,False,101280938,3169430,Zähringerstrasse,36,8001,Zürich
614,403468611,Zähringerstrasse,51,800100,Zürich,zaehringerstrasse,51,8001,zuerich,strict,False,101721129,140004,Zähringerstrasse,51,8001,Zürich
615,408909006,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
616,429135294,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
617,409350745,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
618,403353110,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
619,428672847,Zähringerstrasse,38,800100,Zürich,zaehringerstrasse,38,8001,zuerich,strict,False,100115186,140014,Zähringerstrasse,38,8001,Zürich
620,429206144,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
621,428275164,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
622,429224832,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
623,424887470,Zähringerstrasse,38,800100,Zürich,zaehringerstrasse,38,8001,zuerich,strict,False,100115186,140014,Zähringerstrasse,38,8001,Zürich
624,429033430,Zähringerstrasse,38,800100,Zürich,zaehringerstrasse,38,8001,zuerich,strict,False,100115186,140014,Zähringerstrasse,38,8001,Zürich
625,424833954,Zähringerstrasse,38,800100,Zürich,zaehringerstrasse,38,8001,zuerich,strict,False,100115186,140014,Zähringerstrasse,38,8001,Zürich
626,428272615,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
627,425037149,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
628,427465649,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
629,424701572,Zähringerstrasse,9,800100,Zürich,zaehringerstrasse,9,8001,zuerich,strict,False,100119092,140071,Zähringerstrasse,9,8001,Zürich
630,426739247,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
631,423918525,Zähringerstrasse,24,800100,Zürich,zaehringerstrasse,24,8001,zuerich,strict,False,100115193,140021,Zähringerstrasse,24,8001,Zürich
632,422377517,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
633,423945762,Zähringerstrasse,32,800100,Zürich,zaehringerstrasse,32,8001,zuerich,strict,False,101167233,2372544,Zähringerstrasse,32,8001,Zürich
634,422928588,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
635,424162210,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
636,423463506,Zähringerstrasse,33,800100,Zürich,zaehringerstrasse,33,8001,zuerich,strict,False,101282542,3169486,Zähringerstrasse,33,8001,Zürich
637,423484174,Zähringerstrasse,38,800100,Zürich,zaehringerstrasse,38,8001,zuerich,strict,False,100115186,140014,Zähringerstrasse,38,8001,Zürich
638,423350534,Zähringerstrasse,39,800100,Zürich,zaehringerstrasse,39,8001,zuerich,strict,False,100115173,140002,Zähringerstrasse,39,8001,Zürich
639,423469337,Zähringerstrasse,29,800100,Zürich,zaehringerstrasse,29,8001,zuerich,strict,False,100119094,140073,Zähringerstrasse,29,8001,Zürich
640,424680387,Zähringerstrasse,26,800100,Zürich,zaehringerstrasse,26,8001,zuerich,strict,False,101280986,3169479,Zähringerstrasse,26,8001,Zürich
641,422243392,Zähringerstrasse,24,800100,Zürich,zaehringerstrasse,24,8001,zuerich,strict,False,100115193,140021,Zähringerstrasse,24,8001,Zürich
642,424560400,Zähringerstrasse,31,800100,Zürich,zaehringerstrasse,31,8001,zuerich,strict,False,101282544,3169488,Zähringerstrasse,31,8001,Zürich
643,421875166,Zähringerstrasse,27,800100,Zürich,zaehringerstrasse,27,8001,zuerich,strict,False,100119103,140082,Zähringerstrasse,27,8001,Zürich
644,423534250,Zähringerstrasse,12,800100,Zürich,zaehringerstrasse,12,8001,zuerich,strict,False,100115204,140034,Zähringerstrasse,12,8001,Zürich
645,421825945,Zähringerstrasse,27,800100,Zürich,zaehringerstrasse,27,8001,zuerich,strict,False,100119103,140082,Zähringerstrasse,27,8001,Zürich
646,423657067,Zähringerstrasse,21,800100,Zürich,zaehringerstrasse,21,8001,zuerich,strict,False,101167265,2372598,Zähringerstrasse,21,8001,Zürich
647,423091729,Zähringerstrasse,36,800100,Zürich,zaehringerstrasse,36,8001,zuerich,strict,False,101280938,3169430,Zähringerstrasse,36,8001,Zürich
648,423760154,Zähringerstrasse,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,False,100119093,140072,Zähringerstrasse,11,8001,Zürich
649,423185778,Zähringerstrasse,51,800100,Zürich,zaehringerstrasse,51,8001,zuerich,strict,False,101721129,140004,Zähringerstrasse,51,8001,Zürich
650,424001275,Zähringerstrasse,47,800100,Zürich,zaehringerstrasse,47,8001,zuerich,strict,False,101707772,302040198,Zähringerstrasse,47,8001,Zürich
651,429234766,Zähringerstrasse,38,800100,Zürich,zaehringerstrasse,38,8001,zuerich,strict,False,100115186,140014,Zähringerstrasse,38,8001,Zürich
652,424311300,Zähringerstrasse,51,800100,Zürich,zaehringerstrasse,51,8001,zuerich,strict,False,101721129,140004,Zähringerstrasse,51,8001,Zürich
653,429255615,Zähringerstrasse,26Xanthippe Ver,800100,Zürich,zaehringerstrasse,26,8001,zuerich,strict,True,101280986,3169479,Zähringerstrasse,26,8001,Zürich
655,420416982,Zähringerstr.,36,800100,Zürich,zaehringerstrasse,36,8001,zuerich,sig,True,101280938,3169430,Zähringerstrasse,36,8001,Zürich
656,408468187,Zähringerstr.,38,800100,Zürich,zaehringerstrasse,38,8001,zuerich,sig,True,100115186,140014,Zähringerstrasse,38,8001,Zürich
657,423347438,Zähringerplatz,15,800100,Zürich,zaehringerstrasse,15,8001,zuerich,strict,True,100119102,140080,Zähringerstrasse,15,8001,Zürich
658,423568776,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
659,422561945,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
660,401949521,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
661,422573662,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
662,422983293,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
663,421677301,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
664,403467654,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
665,428043910,Zähringerplatz,11,800100,Zürich,zaehringerstrasse,11,8001,zuerich,strict,True,100119093,140072,Zähringerstrasse,11,8001,Zürich
