index,Crefo,Strasse_raw,HausNummer_raw,Plz_raw,Ort_raw,street_norm,house_norm,plz4_used,ort_norm,swis_match_type,swis_changed,swis_adr_egaid,swis_bdg_egid,swis_street_ref,swis_house_ref,swis_plz4_ref,swis_ort_ref
47535,429296800,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47536,427185442,Brauerstrasse,3,800400,Zürich,brauerstrasse,3,8004,zuerich,strict,False,100127297,149120,Brauerstrasse,3,8004,Zürich
47537,426512908,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47538,427235043,Brauerstrasse,105,800400,Zürich,brauerstrasse,105,8004,zuerich,strict,False,100201492,148787,Brauerstrasse,105,8004,Zürich
47539,428654980,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47540,427243903,Brauerstrasse,119,800400,Zürich,brauerstrasse,119,8004,zuerich,strict,False,100201497,148792,Brauerstrasse,119,8004,Zürich
47541,426381275,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47542,427299132,Brauerstrasse,58,800400,Zürich,brauerstrasse,58,8004,zuerich,strict,False,101873812,302061642,Brauerstrasse,58,8004,Zürich
47543,428634847,Brauerstrasse,111,800400,Zürich,brauerstrasse,111,8004,zuerich,strict,False,100201494,148789,Brauerstrasse,111,8004,Zürich
47544,427294486,Brauerstrasse,16,800400,Zürich,brauerstrasse,16,8004,zuerich,strict,False,100196701,149249,Brauerstrasse,16,8004,Zürich
47545,426643278,Brauerstrasse,15,800400,Zürich,brauerstrasse,15,8004,zuerich,strict,False,100127280,149106,Brauerstrasse,15,8004,Zürich
47546,426992121,Brauerstrasse,76,800400,Zürich,brauerstrasse,76,8004,zuerich,strict,False,100124272,148601,Brauerstrasse,76,8004,Zürich
47547,428644292,Brauerstrasse,36,800400,Zürich,brauerstrasse,36,8004,zuerich,strict,False,100201387,149254,Brauerstrasse,36,8004,Zürich
47548,426995643,Brauerstrasse,29,800400,Zürich,brauerstrasse,29,8004,zuerich,strict,False,100124125,149098,Brauerstrasse,29,8004,Zürich
47549,426813002,Brauerstrasse,4,800400,Zürich,brauerstrasse,4,8004,zuerich,strict,False,100124307,149289,Brauerstrasse,4,8004,Zürich
47550,426875164,Brauerstrasse,99,800400,Zürich,brauerstrasse,99,8004,zuerich,strict,False,100201489,148784,Brauerstrasse,99,8004,Zürich
47551,428509343,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47552,426871874,Brauerstrasse,105,800400,Zürich,brauerstrasse,105,8004,zuerich,strict,False,100201492,148787,Brauerstrasse,105,8004,Zürich
47553,426674762,Brauerstrasse,102,800400,Zürich,brauerstrasse,102,8004,zuerich,strict,False,100126233,148643,Brauerstrasse,102,8004,Zürich
47554,426913126,Brauerstrasse,124,800400,Zürich,brauerstrasse,124,8004,zuerich,strict,False,100126241,148651,Brauerstrasse,124,8004,Zürich
47555,428453176,Brauerstrasse,122BK 311,800400,Zürich,brauerstrasse,122,8004,zuerich,strict,True,100126240,148650,Brauerstrasse,122,8004,Zürich
47556,425934251,Brauerstrasse,98,800400,Zürich,brauerstrasse,98,8004,zuerich,strict,False,100126232,148642,Brauerstrasse,98,8004,Zürich
47557,426847871,Brauerstrasse,4,800400,Zürich,brauerstrasse,4,8004,zuerich,strict,False,100124307,149289,Brauerstrasse,4,8004,Zürich
47558,426390213,Brauerstrasse,36,800400,Zürich,brauerstrasse,36,8004,zuerich,strict,False,100201387,149254,Brauerstrasse,36,8004,Zürich
47559,428303670,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47560,425568442,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47561,426901024,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47562,426821381,Brauerstrasse,16,800400,Zürich,brauerstrasse,16,8004,zuerich,strict,False,100196701,149249,Brauerstrasse,16,8004,Zürich
47563,428254754,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47564,426693092,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47565,426902294,Brauerstrasse,98,800400,Zürich,brauerstrasse,98,8004,zuerich,strict,False,100126232,148642,Brauerstrasse,98,8004,Zürich
47566,426739526,Brauerstrasse,44,800400,Zürich,brauerstrasse,44,8004,zuerich,strict,False,102356406,302048733,Brauerstrasse,44,8004,Zürich
47567,428222710,Brauerstrasse,123,800400,Zürich,brauerstrasse,123,8004,zuerich,strict,False,100201499,148794,Brauerstrasse,123,8004,Zürich
47568,428156385,Brauerstrasse,109,800400,Zürich,brauerstrasse,109,8004,zuerich,strict,False,100201493,148788,Brauerstrasse,109,8004,Zürich
47569,426990445,Brauerstrasse,112,800400,Zürich,brauerstrasse,112,8004,zuerich,strict,False,100126237,148647,Brauerstrasse,112,8004,Zürich
47570,428054846,Brauerstrasse,101,800400,Zürich,brauerstrasse,101,8004,zuerich,strict,False,100201490,148785,Brauerstrasse,101,8004,Zürich
47571,428188742,Brauerstrasse,37,800400,Zürich,brauerstrasse,37,8004,zuerich,strict,False,101888464,302061856,Brauerstrasse,37,8004,Zürich
47572,428106010,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47573,426985452,Brauerstrasse,42,800400,Zürich,brauerstrasse,42,8004,zuerich,strict,False,100201390,149256,Brauerstrasse,42,8004,Zürich
47574,427929853,Brauerstrasse,36,800400,Zürich,brauerstrasse,36,8004,zuerich,strict,False,100201387,149254,Brauerstrasse,36,8004,Zürich
47575,428174984,Brauerstrasse,109,800400,Zürich,brauerstrasse,109,8004,zuerich,strict,False,100201493,148788,Brauerstrasse,109,8004,Zürich
47576,427977165,Brauerstrasse,9,800400,Zürich,brauerstrasse,9,8004,zuerich,strict,False,100127278,149104,Brauerstrasse,9,8004,Zürich
47577,426959697,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47578,427526605,Brauerstrasse,121,800400,Zürich,brauerstrasse,121,8004,zuerich,strict,False,100201498,148793,Brauerstrasse,121,8004,Zürich
47579,428184944,Brauerstrasse,111,800400,Zürich,brauerstrasse,111,8004,zuerich,strict,False,100201494,148789,Brauerstrasse,111,8004,Zürich
47580,427627301,Brauerstrasse,121,800400,Zürich,brauerstrasse,121,8004,zuerich,strict,False,100201498,148793,Brauerstrasse,121,8004,Zürich
47581,426949797,Brauerstrasse,30,800400,Zürich,brauerstrasse,30,8004,zuerich,strict,False,100201078,149252,Brauerstrasse,30,8004,Zürich
47582,427329496,Brauerstrasse,30,800400,Zürich,brauerstrasse,30,8004,zuerich,strict,False,100201078,149252,Brauerstrasse,30,8004,Zürich
47583,428310685,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47584,427367274,Brauerstrasse,118,800400,Zürich,brauerstrasse,118,8004,zuerich,strict,False,100126243,148653,Brauerstrasse,118,8004,Zürich
47585,427029314,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47586,427386574,Brauerstrasse,9,800400,Zürich,brauerstrasse,9,8004,zuerich,strict,False,100127278,149104,Brauerstrasse,9,8004,Zürich
47587,428970231,Brauerstrasse,119,800400,Zürich,brauerstrasse,119,8004,zuerich,strict,False,100201497,148792,Brauerstrasse,119,8004,Zürich
47588,427412225,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47589,427126749,Brauerstrasse,119,800400,Zürich,brauerstrasse,119,8004,zuerich,strict,False,100201497,148792,Brauerstrasse,119,8004,Zürich
47590,428771274,Brauerstrasse,101,800400,Zürich,brauerstrasse,101,8004,zuerich,strict,False,100201490,148785,Brauerstrasse,101,8004,Zürich
47591,429049845,Brauerstrasse,102,800400,Zürich,brauerstrasse,102,8004,zuerich,strict,False,100126233,148643,Brauerstrasse,102,8004,Zürich
47592,428755632,Brauerstrasse,122,800400,Zürich,brauerstrasse,122,8004,zuerich,strict,False,100126240,148650,Brauerstrasse,122,8004,Zürich
47593,427136931,Brauerstrasse,34,800400,Zürich,brauerstrasse,34,8004,zuerich,strict,False,100201386,149253,Brauerstrasse,34,8004,Zürich
47594,428826706,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47595,429222200,Brauerstrasse,104,800400,Zürich,brauerstrasse,104,8004,zuerich,strict,False,100126234,148644,Brauerstrasse,104,8004,Zürich
47596,428973345,Brauerstrasse,9,800400,Zürich,brauerstrasse,9,8004,zuerich,strict,False,100127278,149104,Brauerstrasse,9,8004,Zürich
47597,427218648,Brauerstrasse,122,800400,Zürich,brauerstrasse,122,8004,zuerich,strict,False,100126240,148650,Brauerstrasse,122,8004,Zürich
47598,429019606,Brauerstrasse,112,800400,Zürich,brauerstrasse,112,8004,zuerich,strict,False,100126237,148647,Brauerstrasse,112,8004,Zürich
47599,428897203,Brauerstrasse,98,800400,Zürich,brauerstrasse,98,8004,zuerich,strict,False,100126232,148642,Brauerstrasse,98,8004,Zürich
47600,429026417,Brauerstrasse,26,800400,Zürich,brauerstrasse,26,8004,zuerich,strict,False,100196703,149251,Brauerstrasse,26,8004,Zürich
47601,427169277,Brauerstrasse,40,800400,Zürich,brauerstrasse,40,8004,zuerich,strict,False,100201393,149259,Brauerstrasse,40,8004,Zürich
47602,429112994,Brauerstrasse,122,800400,Zürich,brauerstrasse,122,8004,zuerich,strict,False,100126240,148650,Brauerstrasse,122,8004,Zürich
47603,428816918,Brauerstrasse,4,800400,Zürich,brauerstrasse,4,8004,zuerich,strict,False,100124307,149289,Brauerstrasse,4,8004,Zürich
47604,428919805,Brauerstrasse,123,800400,Zürich,brauerstrasse,123,8004,zuerich,strict,False,100201499,148794,Brauerstrasse,123,8004,Zürich
47605,428054423,Brauerstrasse,121,800400,Zürich,brauerstrasse,121,8004,zuerich,strict,False,100201498,148793,Brauerstrasse,121,8004,Zürich
47606,429203362,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47607,428720986,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47608,428610006,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47609,428151133,Brauerstrasse,115,800400,Zürich,brauerstrasse,115,8004,zuerich,strict,False,100201495,148790,Brauerstrasse,115,8004,Zürich
47610,428549928,Brauerstrasse,111,800400,Zürich,brauerstrasse,111,8004,zuerich,strict,False,100201494,148789,Brauerstrasse,111,8004,Zürich
47611,428688060,Brauerstrasse,117,800400,Zürich,brauerstrasse,117,8004,zuerich,strict,False,100201496,148791,Brauerstrasse,117,8004,Zürich
47612,428536813,Brauerstrasse,3,800400,Zürich,brauerstrasse,3,8004,zuerich,strict,False,100127297,149120,Brauerstrasse,3,8004,Zürich
47613,428159063,Brauerstrasse,98,800400,Zürich,brauerstrasse,98,8004,zuerich,strict,False,100126232,148642,Brauerstrasse,98,8004,Zürich
47614,428532539,Brauerstrasse,98,800400,Zürich,brauerstrasse,98,8004,zuerich,strict,False,100126232,148642,Brauerstrasse,98,8004,Zürich
47615,428757350,Brauerstrasse,124Zimmer 418,800400,Zürich,brauerstrasse,124,8004,zuerich,strict,True,100126241,148651,Brauerstrasse,124,8004,Zürich
47616,428237290,Brauerstrasse,112,800400,Zürich,brauerstrasse,112,8004,zuerich,strict,False,100126237,148647,Brauerstrasse,112,8004,Zürich
47617,428152775,Brauerstrasse,98,800400,Zürich,brauerstrasse,98,8004,zuerich,strict,False,100126232,148642,Brauerstrasse,98,8004,Zürich
47618,428168731,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47619,428759101,Brauerstrasse,44th floor,800400,Zürich,brauerstrasse,44,8004,zuerich,strict,True,102356406,302048733,Brauerstrasse,44,8004,Zürich
47620,428186862,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47621,428011898,Brauerstrasse,71,800400,Zürich,brauerstrasse,71,8004,zuerich,strict,False,100201418,148763,Brauerstrasse,71,8004,Zürich
47622,428408927,Brauerstrasse,109,800400,Zürich,brauerstrasse,109,8004,zuerich,strict,False,100201493,148788,Brauerstrasse,109,8004,Zürich
47623,427075997,Brauerstrasse,44,800400,Zürich,brauerstrasse,44,8004,zuerich,strict,False,102356406,302048733,Brauerstrasse,44,8004,Zürich
47624,428349328,Brauerstrasse,119,800400,Zürich,brauerstrasse,119,8004,zuerich,strict,False,100201497,148792,Brauerstrasse,119,8004,Zürich
47625,428001449,Brauerstrasse,97,800400,Zürich,brauerstrasse,97,8004,zuerich,strict,False,100201488,148783,Brauerstrasse,97,8004,Zürich
47626,428310686,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47627,427051728,Brauerstrasse,16,800400,Zürich,brauerstrasse,16,8004,zuerich,strict,False,100196701,149249,Brauerstrasse,16,8004,Zürich
47628,428298993,Brauerstrasse,30,800400,Zürich,brauerstrasse,30,8004,zuerich,strict,False,100201078,149252,Brauerstrasse,30,8004,Zürich
47629,428039777,Brauerstrasse,118,800400,Zürich,brauerstrasse,118,8004,zuerich,strict,False,100126243,148653,Brauerstrasse,118,8004,Zürich
47630,423315244,Brauerstrasse,115,800400,Zürich,brauerstrasse,115,8004,zuerich,strict,False,100201495,148790,Brauerstrasse,115,8004,Zürich
47631,427034227,Brauerstrasse,101,800400,Zürich,brauerstrasse,101,8004,zuerich,strict,False,100201490,148785,Brauerstrasse,101,8004,Zürich
47632,423276692,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47633,427644422,Brauerstrasse,80,800400,Zürich,brauerstrasse,80,8004,zuerich,strict,False,100124274,148603,Brauerstrasse,80,8004,Zürich
47634,423349361,Brauerstrasse,74,800400,Zürich,brauerstrasse,74,8004,zuerich,strict,False,100124271,148600,Brauerstrasse,74,8004,Zürich
47635,426943745,Brauerstrasse,37,800400,Zürich,brauerstrasse,37,8004,zuerich,strict,False,101888464,302061856,Brauerstrasse,37,8004,Zürich
47636,423379936,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47638,423425231,Brauerstrasse,108,800400,Zürich,brauerstrasse,108,8004,zuerich,strict,False,100126235,148645,Brauerstrasse,108,8004,Zürich
47639,426915081,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47640,423411069,Brauerstrasse,115,800400,Zürich,brauerstrasse,115,8004,zuerich,strict,False,100201495,148790,Brauerstrasse,115,8004,Zürich
47641,427388684,Brauerstrasse,34,800400,Zürich,brauerstrasse,34,8004,zuerich,strict,False,100201386,149253,Brauerstrasse,34,8004,Zürich
47642,423421994,Brauerstrasse,112,800400,Zürich,brauerstrasse,112,8004,zuerich,strict,False,100126237,148647,Brauerstrasse,112,8004,Zürich
47643,427266300,Brauerstrasse,118,800400,Zürich,brauerstrasse,118,8004,zuerich,strict,False,100126243,148653,Brauerstrasse,118,8004,Zürich
47644,423083274,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47645,427297981,Brauerstrasse,58,800400,Zürich,brauerstrasse,58,8004,zuerich,strict,False,101873812,302061642,Brauerstrasse,58,8004,Zürich
47646,423164695,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47647,427272289,Brauerstrasse,42,800400,Zürich,brauerstrasse,42,8004,zuerich,strict,False,100201390,149256,Brauerstrasse,42,8004,Zürich
47648,423227056,Brauerstrasse,109,800400,Zürich,brauerstrasse,109,8004,zuerich,strict,False,100201493,148788,Brauerstrasse,109,8004,Zürich
47649,428323397,Brauerstrasse,104,800400,Zürich,brauerstrasse,104,8004,zuerich,strict,False,100126234,148644,Brauerstrasse,104,8004,Zürich
47651,427297964,Brauerstrasse,80,800400,Zürich,brauerstrasse,80,8004,zuerich,strict,False,100124274,148603,Brauerstrasse,80,8004,Zürich
47652,422710945,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47653,428329409,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47654,422856256,Brauerstrasse,4,800400,Zürich,brauerstrasse,4,8004,zuerich,strict,False,100124307,149289,Brauerstrasse,4,8004,Zürich
47655,427285367,Brauerstrasse,52,800400,Zürich,brauerstrasse,52,8004,zuerich,strict,False,100124267,148596,Brauerstrasse,52,8004,Zürich
47656,422286857,Brauerstrasse,45,800400,Zürich,brauerstrasse,45,8004,zuerich,strict,False,100201408,148753,Brauerstrasse,45,8004,Zürich
47657,428301342,Brauerstrasse,109,800400,Zürich,brauerstrasse,109,8004,zuerich,strict,False,100201493,148788,Brauerstrasse,109,8004,Zürich
47658,422170323,Brauerstrasse,13,800400,Zürich,brauerstrasse,13,8004,zuerich,strict,False,100127279,149105,Brauerstrasse,13,8004,Zürich
47659,427217592,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47660,422191533,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47661,428259350,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47662,422176060,Brauerstrasse,97,800400,Zürich,brauerstrasse,97,8004,zuerich,strict,False,100201488,148783,Brauerstrasse,97,8004,Zürich
47663,427195045,Brauerstrasse,109,800400,Zürich,brauerstrasse,109,8004,zuerich,strict,False,100201493,148788,Brauerstrasse,109,8004,Zürich
47664,422225051,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47665,428229427,Brauerstrasse,78,800400,Zürich,brauerstrasse,78,8004,zuerich,strict,False,100124273,148602,Brauerstrasse,78,8004,Zürich
47666,422412553,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47667,427123636,Brauerstrasse,42,800400,Zürich,brauerstrasse,42,8004,zuerich,strict,False,100201390,149256,Brauerstrasse,42,8004,Zürich
47668,422504918,Brauerstrasse,123,800400,Zürich,brauerstrasse,123,8004,zuerich,strict,False,100201499,148794,Brauerstrasse,123,8004,Zürich
47669,428176372,Brauerstrasse,105,800400,Zürich,brauerstrasse,105,8004,zuerich,strict,False,100201492,148787,Brauerstrasse,105,8004,Zürich
47670,422510199,Brauerstrasse,108,800400,Zürich,brauerstrasse,108,8004,zuerich,strict,False,100126235,148645,Brauerstrasse,108,8004,Zürich
47671,427119280,Brauerstrasse,74,800400,Zürich,brauerstrasse,74,8004,zuerich,strict,False,100124271,148600,Brauerstrasse,74,8004,Zürich
47672,422458274,Brauerstrasse,119,800400,Zürich,brauerstrasse,119,8004,zuerich,strict,False,100201497,148792,Brauerstrasse,119,8004,Zürich
47673,428463476,Brauerstrasse,97,800400,Zürich,brauerstrasse,97,8004,zuerich,strict,False,100201488,148783,Brauerstrasse,97,8004,Zürich
47674,422477500,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47675,426737910,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47676,422567446,Brauerstrasse,3,800400,Zürich,brauerstrasse,3,8004,zuerich,strict,False,100127297,149120,Brauerstrasse,3,8004,Zürich
47677,428418986,Brauerstrasse,3,800400,Zürich,brauerstrasse,3,8004,zuerich,strict,False,100127297,149120,Brauerstrasse,3,8004,Zürich
47678,422591825,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47679,426741036,Brauerstrasse,29,800400,Zürich,brauerstrasse,29,8004,zuerich,strict,False,100124125,149098,Brauerstrasse,29,8004,Zürich
47680,422637795,Brauerstrasse,98,800400,Zürich,brauerstrasse,98,8004,zuerich,strict,False,100126232,148642,Brauerstrasse,98,8004,Zürich
47681,428435677,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47682,422118011,Brauerstrasse,3,800400,Zürich,brauerstrasse,3,8004,zuerich,strict,False,100127297,149120,Brauerstrasse,3,8004,Zürich
47683,426514024,Brauerstrasse,76,800400,Zürich,brauerstrasse,76,8004,zuerich,strict,False,100124272,148601,Brauerstrasse,76,8004,Zürich
47684,422101873,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47685,428636525,Brauerstrasse,52,800400,Zürich,brauerstrasse,52,8004,zuerich,strict,False,100124267,148596,Brauerstrasse,52,8004,Zürich
47686,421976841,Brauerstrasse,52,800400,Zürich,brauerstrasse,52,8004,zuerich,strict,False,100124267,148596,Brauerstrasse,52,8004,Zürich
47687,426687009,Brauerstrasse,36,800400,Zürich,brauerstrasse,36,8004,zuerich,strict,False,100201387,149254,Brauerstrasse,36,8004,Zürich
47688,421990073,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47689,428528760,Brauerstrasse,16,800400,Zürich,brauerstrasse,16,8004,zuerich,strict,False,100196701,149249,Brauerstrasse,16,8004,Zürich
47690,421617208,Brauerstrasse,51,800400,Zürich,brauerstrasse,51,8004,zuerich,strict,False,100201410,148755,Brauerstrasse,51,8004,Zürich
47691,426671942,Brauerstrasse,15,800400,Zürich,brauerstrasse,15,8004,zuerich,strict,False,100127280,149106,Brauerstrasse,15,8004,Zürich
47692,421664788,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47693,428780987,Brauerstrasse,120,800400,Zürich,brauerstrasse,120,8004,zuerich,strict,False,100126239,148649,Brauerstrasse,120,8004,Zürich
47694,421673996,Brauerstrasse,13,800400,Zürich,brauerstrasse,13,8004,zuerich,strict,False,100127279,149105,Brauerstrasse,13,8004,Zürich
47695,425570686,Brauerstrasse,58,800400,Zürich,brauerstrasse,58,8004,zuerich,strict,False,101873812,302061642,Brauerstrasse,58,8004,Zürich
47696,421748071,Brauerstrasse,126,800400,Zürich,brauerstrasse,126,8004,zuerich,strict,False,100126242,148652,Brauerstrasse,126,8004,Zürich
47697,428772359,Brauerstrasse,118,800400,Zürich,brauerstrasse,118,8004,zuerich,strict,False,100126243,148653,Brauerstrasse,118,8004,Zürich
47698,421781228,Brauerstrasse,4,800400,Zürich,brauerstrasse,4,8004,zuerich,strict,False,100124307,149289,Brauerstrasse,4,8004,Zürich
47699,425650814,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47700,421783871,Brauerstrasse,27,800400,Zürich,brauerstrasse,27,8004,zuerich,strict,False,100127277,149103,Brauerstrasse,27,8004,Zürich
47701,428711436,Brauerstrasse,105,800400,Zürich,brauerstrasse,105,8004,zuerich,strict,False,100201492,148787,Brauerstrasse,105,8004,Zürich
47702,421863320,Brauerstrasse,78,800400,Zürich,brauerstrasse,78,8004,zuerich,strict,False,100124273,148602,Brauerstrasse,78,8004,Zürich
47703,425941444,Brauerstrasse,119,800400,Zürich,brauerstrasse,119,8004,zuerich,strict,False,100201497,148792,Brauerstrasse,119,8004,Zürich
47704,424177389,Brauerstrasse,122,800400,Zürich,brauerstrasse,122,8004,zuerich,strict,False,100126240,148650,Brauerstrasse,122,8004,Zürich
47705,428689636,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47706,424182252,Brauerstrasse,48,800400,Zürich,brauerstrasse,48,8004,zuerich,strict,False,100124260,148589,Brauerstrasse,48,8004,Zürich
47707,426025902,Brauerstrasse,58,800400,Zürich,brauerstrasse,58,8004,zuerich,strict,False,101873812,302061642,Brauerstrasse,58,8004,Zürich
47708,424146863,Brauerstrasse,124,800400,Zürich,brauerstrasse,124,8004,zuerich,strict,False,100126241,148651,Brauerstrasse,124,8004,Zürich
47709,428996830,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47710,424155712,Brauerstrasse,124,800400,Zürich,brauerstrasse,124,8004,zuerich,strict,False,100126241,148651,Brauerstrasse,124,8004,Zürich
47711,426507546,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47712,424150310,Brauerstrasse,110,800400,Zürich,brauerstrasse,110,8004,zuerich,strict,False,100126236,148646,Brauerstrasse,110,8004,Zürich
47713,422217708,Brauerstrasse,120,800400,Zürich,brauerstrasse,120,8004,zuerich,strict,False,100126239,148649,Brauerstrasse,120,8004,Zürich
47714,424108712,Brauerstrasse,105,800400,Zürich,brauerstrasse,105,8004,zuerich,strict,False,100201492,148787,Brauerstrasse,105,8004,Zürich
47715,426368963,Brauerstrasse,31,800400,Zürich,brauerstrasse,31,8004,zuerich,strict,False,100124126,149099,Brauerstrasse,31,8004,Zürich
47716,424130735,Brauerstrasse,104,800400,Zürich,brauerstrasse,104,8004,zuerich,strict,False,100126234,148644,Brauerstrasse,104,8004,Zürich
47717,422155666,Brauerstrasse,103,800400,Zürich,brauerstrasse,103,8004,zuerich,strict,False,100201491,148786,Brauerstrasse,103,8004,Zürich
47718,424004308,Brauerstrasse,105,800400,Zürich,brauerstrasse,105,8004,zuerich,strict,False,100201492,148787,Brauerstrasse,105,8004,Zürich
47719,428101388,Brauerstrasse,37,800400,Zürich,brauerstrasse,37,8004,zuerich,strict,False,101888464,302061856,Brauerstrasse,37,8004,Zürich
47720,424083328,Brauerstrasse,40,800400,Zürich,brauerstrasse,40,8004,zuerich,strict,False,100201393,149259,Brauerstrasse,40,8004,Zürich
